postcode,postcode_space,postcode area,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,Gigabit availability (% premises),% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA
AB338PF,AB33 8PF,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338PG,AB33 8PG,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338PH,AB33 8PH,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338PJ,AB33 8PJ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338PL,AB33 8PL,AB,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,20.0,0.0
AB338PN,AB33 8PN,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338PP,AB33 8PP,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338PQ,AB33 8PQ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.3,0.0,0.0
AB338PR,AB33 8PR,AB,0.0,0.0,45.5,9.1,45.5,0.0,0.0,0.0,0.0,45.5,54.5,100.0,100.0,0.0,0.0,45.5,0.0
AB338PS,AB33 8PS,AB,0.0,0.0,14.3,85.7,0.0,0.0,0.0,0.0,0.0,14.3,100.0,100.0,100.0,0.0,14.3,100.0,0.0
AB338PT,AB33 8PT,AB,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,50.0,0.0
AB338PU,AB33 8PU,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338PW,AB33 8PW,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338PX,AB33 8PX,AB,6.5,93.5,0.0,0.0,0.0,0.0,100.0,93.5,93.5,0.0,0.0,0.0,0.0,93.5,0.0,100.0,0.0
AB338PY,AB33 8PY,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338PZ,AB33 8PZ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338QA,AB33 8QA,AB,7.1,92.9,0.0,0.0,0.0,0.0,100.0,92.9,92.9,0.0,0.0,0.0,0.0,92.9,0.0,100.0,0.0
AB338QB,AB33 8QB,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338QD,AB33 8QD,AB,9.5,90.5,0.0,0.0,0.0,0.0,100.0,90.5,90.5,0.0,0.0,0.0,0.0,90.5,0.0,100.0,0.0
AB338QE,AB33 8QE,AB,16.7,0.0,0.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,16.7,0.0
AB338QF,AB33 8QF,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338QG,AB33 8QG,AB,12.5,87.5,0.0,0.0,0.0,0.0,100.0,87.5,87.5,0.0,0.0,0.0,0.0,87.5,0.0,100.0,0.0
AB338QH,AB33 8QH,AB,85.7,0.0,0.0,0.0,0.0,14.3,85.7,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,85.7,0.0
AB338QJ,AB33 8QJ,AB,9.1,90.9,0.0,0.0,0.0,0.0,100.0,90.9,90.9,0.0,0.0,0.0,0.0,90.9,0.0,100.0,0.0
AB338QL,AB33 8QL,AB,54.2,45.8,0.0,0.0,0.0,0.0,100.0,45.8,45.8,0.0,0.0,0.0,0.0,45.8,0.0,100.0,0.0
AB338QN,AB33 8QN,AB,92.9,0.0,0.0,0.0,0.0,7.1,92.9,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,100.0,0.0
AB338QP,AB33 8QP,AB,44.4,0.0,0.0,55.6,0.0,0.0,44.4,0.0,0.0,0.0,55.6,55.6,55.6,0.0,55.6,100.0,0.0
AB338QQ,AB33 8QQ,AB,70.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,100.0,0.0
AB338QR,AB33 8QR,AB,0.0,0.0,3.2,41.9,41.9,12.9,0.0,0.0,0.0,3.2,45.2,87.1,100.0,0.0,6.5,12.9,0.0
AB338QS,AB33 8QS,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338QT,AB33 8QT,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338QU,AB33 8QU,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338QW,AB33 8QW,AB,57.1,42.9,0.0,0.0,0.0,0.0,100.0,42.9,42.9,0.0,0.0,0.0,0.0,42.9,0.0,100.0,0.0
AB338QX,AB33 8QX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338QY,AB33 8QY,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338QZ,AB33 8QZ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338RA,AB33 8RA,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338RB,AB33 8RB,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338RD,AB33 8RD,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338RE,AB33 8RE,AB,0.0,75.0,0.0,0.0,0.0,25.0,75.0,75.0,75.0,0.0,0.0,0.0,25.0,75.0,0.0,75.0,0.0
AB338RH,AB33 8RH,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338RJ,AB33 8RJ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338RL,AB33 8RL,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338RN,AB33 8RN,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338RP,AB33 8RP,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB338RQ,AB33 8RQ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB338RR,AB33 8RR,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0
AB338RS,AB33 8RS,AB,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0,100.0,0.0,0.0,100.0,0.0
AB338RT,AB33 8RT,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338RU,AB33 8RU,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB338RW,AB33 8RW,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338RX,AB33 8RX,AB,0.0,0.0,0.0,37.5,12.5,50.0,0.0,0.0,0.0,0.0,37.5,50.0,100.0,0.0,0.0,100.0,0.0
AB338RZ,AB33 8RZ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB338SA,AB33 8SA,AB,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB338SB,AB33 8SB,AB,0.0,0.0,88.9,11.1,0.0,0.0,0.0,0.0,0.0,88.9,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB338SD,AB33 8SD,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0
AB338SE,AB33 8SE,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,40.0,100.0,0.0
AB338SH,AB33 8SH,AB,0.0,0.0,92.3,0.0,7.7,0.0,0.0,0.0,0.0,92.3,92.3,100.0,100.0,0.0,30.8,100.0,0.0
AB338SJ,AB33 8SJ,AB,0.0,0.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,0.0,83.3,100.0,0.0,83.3,100.0,0.0
AB338SL,AB33 8SL,AB,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,0.0,100.0,100.0,0.0
AB338SN,AB33 8SN,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB338SP,AB33 8SP,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB338SQ,AB33 8SQ,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,66.7,100.0,0.0
AB338SR,AB33 8SR,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB338SS,AB33 8SS,AB,0.0,84.6,0.0,0.0,0.0,15.4,84.6,84.6,84.6,0.0,0.0,0.0,15.4,84.6,0.0,84.6,0.0
AB338ST,AB33 8ST,AB,0.0,70.0,0.0,0.0,0.0,30.0,70.0,70.0,70.0,0.0,0.0,0.0,30.0,70.0,0.0,70.0,0.0
AB338SU,AB33 8SU,AB,0.0,40.0,0.0,0.0,0.0,60.0,40.0,40.0,40.0,0.0,0.0,0.0,60.0,40.0,0.0,40.0,0.0
AB338SX,AB33 8SX,AB,10.0,80.0,0.0,0.0,0.0,10.0,90.0,80.0,80.0,0.0,0.0,0.0,10.0,80.0,0.0,90.0,0.0
AB338SY,AB33 8SY,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338TA,AB33 8TA,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB338TB,AB33 8TB,AB,0.0,33.3,0.0,0.0,0.0,66.7,33.3,33.3,33.3,0.0,0.0,0.0,66.7,33.3,0.0,33.3,0.0
AB338TD,AB33 8TD,AB,0.0,75.0,0.0,0.0,25.0,0.0,75.0,75.0,75.0,0.0,0.0,25.0,25.0,75.0,25.0,75.0,0.0
AB338TE,AB33 8TE,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TF,AB33 8TF,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TG,AB33 8TG,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TH,AB33 8TH,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TJ,AB33 8TJ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TL,AB33 8TL,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TN,AB33 8TN,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TP,AB33 8TP,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TQ,AB33 8TQ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TR,AB33 8TR,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TT,AB33 8TT,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TW,AB33 8TW,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338TY,AB33 8TY,AB,15.6,84.4,0.0,0.0,0.0,0.0,100.0,84.4,84.4,0.0,0.0,0.0,0.0,84.4,0.0,100.0,0.0
AB338TZ,AB33 8TZ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UA,AB33 8UA,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UB,AB33 8UB,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UD,AB33 8UD,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UE,AB33 8UE,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UF,AB33 8UF,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UG,AB33 8UG,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UH,AB33 8UH,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UJ,AB33 8UJ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UL,AB33 8UL,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UN,AB33 8UN,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UP,AB33 8UP,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UQ,AB33 8UQ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338UR,AB33 8UR,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338WA,AB33 8WA,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB338WB,AB33 8WB,AB,50.0,50.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0
AB338WD,AB33 8WD,AB,50.0,50.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0
AB338XB,AB33 8XB,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB344JA,AB34 4JA,AB,40.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,100.0,0.0
AB344JD,AB34 4JD,AB,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,100.0,0.0
AB344JH,AB34 4JH,AB,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,100.0,0.0
AB344SU,AB34 4SU,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344SX,AB34 4SX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB344SY,AB34 4SY,AB,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,25.0,100.0,0.0
AB344TA,AB34 4TA,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344TB,AB34 4TB,AB,25.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0
AB344TD,AB34 4TD,AB,0.0,0.0,0.0,0.0,23.1,76.9,0.0,0.0,0.0,0.0,0.0,23.1,100.0,0.0,23.1,100.0,0.0
AB344TJ,AB34 4TJ,AB,0.0,0.0,0.0,64.3,35.7,0.0,0.0,0.0,0.0,0.0,64.3,100.0,100.0,0.0,21.4,100.0,0.0
AB344TL,AB34 4TL,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344TN,AB34 4TN,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344TP,AB34 4TP,AB,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,20.0,80.0,100.0,100.0,0.0,60.0,60.0,0.0
AB344TQ,AB34 4TQ,AB,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,66.7,100.0,100.0,0.0,0.0,0.0,0.0
AB344TR,AB34 4TR,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344TS,AB34 4TS,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344TT,AB34 4TT,AB,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0
AB344TW,AB34 4TW,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344TX,AB34 4TX,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UA,AB34 4UA,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UB,AB34 4UB,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UD,AB34 4UD,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UE,AB34 4UE,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UF,AB34 4UF,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UG,AB34 4UG,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UH,AB34 4UH,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UJ,AB34 4UJ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UL,AB34 4UL,AB,0.0,0.0,0.0,0.0,7.1,92.9,0.0,0.0,0.0,0.0,0.0,7.1,100.0,0.0,0.0,100.0,0.0
AB344UN,AB34 4UN,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UP,AB34 4UP,AB,23.1,0.0,0.0,0.0,0.0,76.9,23.1,0.0,0.0,0.0,0.0,0.0,76.9,0.0,0.0,23.1,0.0
AB344UQ,AB34 4UQ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB344UR,AB34 4UR,AB,27.3,0.0,0.0,0.0,45.5,27.3,27.3,0.0,0.0,0.0,0.0,45.5,72.7,0.0,27.3,100.0,0.0
AB344US,AB34 4US,AB,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,12.5,100.0,100.0,0.0,25.0,37.5,0.0
AB344UT,AB34 4UT,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB344UU,AB34 4UU,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UW,AB34 4UW,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UX,AB34 4UX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB344UY,AB34 4UY,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344UZ,AB34 4UZ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344XA,AB34 4XA,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB344XB,AB34 4XB,AB,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,50.0,0.0,0.0
AB344XD,AB34 4XD,AB,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,60.0,0.0,0.0
AB344XJ,AB34 4XJ,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
AB344XL,AB34 4XL,AB,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344XN,AB34 4XN,AB,0.0,0.0,0.0,16.7,83.3,0.0,0.0,0.0,0.0,0.0,16.7,100.0,100.0,0.0,66.7,0.0,0.0
AB344XP,AB34 4XP,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344XQ,AB34 4XQ,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344XR,AB34 4XR,AB,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,66.7,100.0,100.0,0.0,33.3,0.0,0.0
AB344XS,AB34 4XS,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344XT,AB34 4XT,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344XX,AB34 4XX,AB,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,85.7,85.7,85.7,85.7,0.0,14.3,0.0,0.0
AB344YA,AB34 4YA,AB,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344YB,AB34 4YB,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344YD,AB34 4YD,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
AB344YE,AB34 4YE,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344YF,AB34 4YF,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB344YG,AB34 4YG,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
