postcode,postcode_space,postcode area,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,Gigabit availability (% premises),% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA
AB544PS,AB54 4PS,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544PT,AB54 4PT,AB,58.8,41.2,0.0,0.0,0.0,0.0,100.0,41.2,41.2,0.0,0.0,0.0,0.0,41.2,0.0,100.0,0.0
AB544PU,AB54 4PU,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544PW,AB54 4PW,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544PX,AB54 4PX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544PY,AB54 4PY,AB,0.0,73.3,0.0,0.0,0.0,20.0,73.3,73.3,73.3,0.0,0.0,0.0,20.0,73.3,0.0,73.3,0.0
AB544QA,AB54 4QA,AB,40.9,50.0,0.0,0.0,9.1,0.0,90.9,50.0,50.0,0.0,0.0,9.1,9.1,50.0,9.1,90.9,0.0
AB544QB,AB54 4QB,AB,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0
AB544QD,AB54 4QD,AB,0.0,88.9,0.0,0.0,11.1,0.0,88.9,88.9,88.9,0.0,0.0,11.1,11.1,88.9,0.0,88.9,0.0
AB544QE,AB54 4QE,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544QF,AB54 4QF,AB,91.2,8.8,0.0,0.0,0.0,0.0,100.0,8.8,8.8,0.0,0.0,0.0,0.0,8.8,0.0,100.0,0.0
AB544QH,AB54 4QH,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0
AB544QJ,AB54 4QJ,AB,0.0,60.0,0.0,0.0,40.0,0.0,60.0,60.0,60.0,0.0,0.0,40.0,40.0,60.0,0.0,100.0,0.0
AB544QL,AB54 4QL,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544QN,AB54 4QN,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544QP,AB54 4QP,AB,88.9,0.0,0.0,0.0,0.0,11.1,88.9,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,100.0,0.0
AB544QQ,AB54 4QQ,AB,60.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0
AB544QR,AB54 4QR,AB,0.0,0.0,0.0,5.3,57.9,36.8,0.0,0.0,0.0,0.0,5.3,63.2,100.0,0.0,0.0,100.0,0.0
AB544QS,AB54 4QS,AB,0.0,0.0,53.3,6.7,26.7,0.0,0.0,0.0,0.0,53.3,60.0,86.7,86.7,0.0,100.0,0.0,0.0
AB544QT,AB54 4QT,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544QU,AB54 4QU,AB,20.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,100.0,0.0
AB544QX,AB54 4QX,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544QY,AB54 4QY,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544RA,AB54 4RA,AB,33.3,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,100.0,0.0
AB544RB,AB54 4RB,AB,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,100.0,0.0
AB544RD,AB54 4RD,AB,0.0,0.0,0.0,20.0,40.0,40.0,0.0,0.0,0.0,0.0,20.0,60.0,100.0,0.0,0.0,100.0,0.0
AB544RH,AB54 4RH,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0
AB544RJ,AB54 4RJ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544RL,AB54 4RL,AB,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,37.5,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB544RN,AB54 4RN,AB,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,0.0,33.3,100.0,0.0,0.0,100.0,0.0
AB544RP,AB54 4RP,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544RQ,AB54 4RQ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544RR,AB54 4RR,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544RS,AB54 4RS,AB,66.7,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,66.7,0.0
AB544RT,AB54 4RT,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544RU,AB54 4RU,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544RX,AB54 4RX,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544RY,AB54 4RY,AB,0.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0
AB544SA,AB54 4SA,AB,0.0,55.6,0.0,0.0,0.0,44.4,55.6,55.6,55.6,0.0,0.0,0.0,44.4,55.6,0.0,55.6,0.0
AB544SB,AB54 4SB,AB,0.0,77.8,11.1,5.6,5.6,0.0,77.8,77.8,77.8,11.1,16.7,22.2,22.2,77.8,22.2,77.8,0.0
AB544SD,AB54 4SD,AB,0.0,0.0,0.0,28.6,57.1,14.3,0.0,0.0,0.0,0.0,28.6,85.7,100.0,0.0,85.7,0.0,0.0
AB544SE,AB54 4SE,AB,66.7,33.3,0.0,0.0,0.0,0.0,100.0,33.3,33.3,0.0,0.0,0.0,0.0,33.3,0.0,100.0,0.0
AB544SF,AB54 4SF,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544SG,AB54 4SG,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544SH,AB54 4SH,AB,27.3,54.5,0.0,0.0,18.2,0.0,81.8,54.5,54.5,0.0,0.0,18.2,18.2,54.5,18.2,100.0,0.0
AB544SJ,AB54 4SJ,AB,0.0,64.3,0.0,0.0,35.7,0.0,64.3,64.3,64.3,0.0,0.0,35.7,35.7,64.3,0.0,100.0,0.0
AB544SL,AB54 4SL,AB,0.0,53.8,0.0,38.5,7.7,0.0,53.8,53.8,53.8,0.0,38.5,46.2,46.2,53.8,0.0,92.3,0.0
AB544SN,AB54 4SN,AB,0.0,87.5,0.0,0.0,0.0,12.5,87.5,87.5,87.5,0.0,0.0,0.0,12.5,87.5,0.0,87.5,0.0
AB544SP,AB54 4SP,AB,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,0.0,33.3,100.0,0.0,33.3,100.0,0.0
AB544SQ,AB54 4SQ,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,50.0,100.0,0.0
AB544SR,AB54 4SR,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544SS,AB54 4SS,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544ST,AB54 4ST,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544SU,AB54 4SU,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544SX,AB54 4SX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544SY,AB54 4SY,AB,0.0,0.0,0.0,0.0,81.8,18.2,0.0,0.0,0.0,0.0,0.0,81.8,100.0,0.0,0.0,0.0,0.0
AB544SZ,AB54 4SZ,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
AB544TA,AB54 4TA,AB,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,12.5,100.0,100.0,0.0,12.5,87.5,0.0
AB544TB,AB54 4TB,AB,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,100.0,100.0,0.0,80.0,100.0,0.0
AB544TD,AB54 4TD,AB,0.0,55.6,0.0,0.0,33.3,11.1,55.6,55.6,55.6,0.0,0.0,33.3,44.4,55.6,0.0,100.0,0.0
AB544TE,AB54 4TE,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544TH,AB54 4TH,AB,0.0,88.2,0.0,11.8,0.0,0.0,88.2,88.2,88.2,0.0,11.8,11.8,11.8,88.2,5.9,100.0,0.0
AB544TJ,AB54 4TJ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544TL,AB54 4TL,AB,92.9,7.1,0.0,0.0,0.0,0.0,100.0,7.1,7.1,0.0,0.0,0.0,0.0,7.1,0.0,100.0,0.0
AB544TN,AB54 4TN,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544TP,AB54 4TP,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544TQ,AB54 4TQ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544TR,AB54 4TR,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544TS,AB54 4TS,AB,0.0,40.0,0.0,0.0,0.0,60.0,40.0,40.0,40.0,0.0,0.0,0.0,60.0,40.0,0.0,100.0,0.0
AB544TT,AB54 4TT,AB,0.0,71.4,0.0,0.0,14.3,14.3,71.4,71.4,71.4,0.0,0.0,14.3,28.6,71.4,0.0,100.0,0.0
AB544TU,AB54 4TU,AB,0.0,60.0,0.0,0.0,20.0,20.0,60.0,60.0,60.0,0.0,0.0,20.0,40.0,60.0,10.0,60.0,0.0
AB544TW,AB54 4TW,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544TX,AB54 4TX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544TY,AB54 4TY,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544TZ,AB54 4TZ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544UA,AB54 4UA,AB,0.0,60.0,0.0,0.0,20.0,20.0,60.0,60.0,60.0,0.0,0.0,20.0,40.0,60.0,0.0,60.0,0.0
AB544UB,AB54 4UB,AB,0.0,0.0,0.0,18.2,36.4,45.5,0.0,0.0,0.0,0.0,18.2,54.5,100.0,0.0,27.3,0.0,0.0
AB544UD,AB54 4UD,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544UE,AB54 4UE,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544UJ,AB54 4UJ,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544UL,AB54 4UL,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544UN,AB54 4UN,AB,54.5,0.0,0.0,0.0,0.0,45.5,54.5,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,100.0,0.0
AB544UP,AB54 4UP,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544UQ,AB54 4UQ,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544UR,AB54 4UR,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544US,AB54 4US,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB544UT,AB54 4UT,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544UU,AB54 4UU,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544UX,AB54 4UX,AB,0.0,28.6,71.4,0.0,0.0,0.0,28.6,28.6,28.6,71.4,71.4,71.4,71.4,28.6,71.4,100.0,0.0
AB544UY,AB54 4UY,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0
AB544WA,AB54 4WA,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544WU,AB54 4WU,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544WW,AB54 4WW,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544WX,AB54 4WX,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544XA,AB54 4XA,AB,0.0,69.2,30.8,0.0,0.0,0.0,69.2,69.2,69.2,30.8,30.8,30.8,30.8,69.2,30.8,100.0,0.0
AB544XB,AB54 4XB,AB,25.0,0.0,0.0,25.0,0.0,50.0,25.0,0.0,0.0,0.0,25.0,25.0,75.0,0.0,25.0,100.0,0.0
AB544XD,AB54 4XD,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544XE,AB54 4XE,AB,0.0,87.5,0.0,0.0,0.0,12.5,87.5,87.5,87.5,0.0,0.0,0.0,12.5,87.5,0.0,87.5,0.0
AB544XF,AB54 4XF,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544XH,AB54 4XH,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544XJ,AB54 4XJ,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB544XN,AB54 4XN,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544XP,AB54 4XP,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544XQ,AB54 4XQ,AB,20.0,80.0,0.0,0.0,0.0,0.0,100.0,80.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,100.0,0.0
AB544XR,AB54 4XR,AB,60.0,40.0,0.0,0.0,0.0,0.0,100.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0
AB544XS,AB54 4XS,AB,0.0,25.0,0.0,37.5,37.5,0.0,25.0,25.0,25.0,0.0,37.5,75.0,75.0,25.0,75.0,100.0,0.0
AB544XT,AB54 4XT,AB,33.3,66.7,0.0,0.0,0.0,0.0,100.0,66.7,66.7,0.0,0.0,0.0,0.0,66.7,0.0,100.0,0.0
AB544XX,AB54 4XX,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544XY,AB54 4XY,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544YA,AB54 4YA,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544YB,AB54 4YB,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544YD,AB54 4YD,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB544YE,AB54 4YE,AB,75.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,25.0,75.0,0.0
AB544YH,AB54 4YH,AB,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,75.0,25.0,0.0
AB544YJ,AB54 4YJ,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
AB544YL,AB54 4YL,AB,0.0,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,0.0,83.3,100.0,100.0,0.0,100.0,0.0,0.0
AB544YN,AB54 4YN,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0
AB544YP,AB54 4YP,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544YU,AB54 4YU,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB544YX,AB54 4YX,AB,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0
AB546AD,AB54 6AD,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AE,AB54 6AE,AB,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AG,AB54 6AG,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AH,AB54 6AH,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AJ,AB54 6AJ,AB,0.0,0.0,83.3,16.7,0.0,0.0,0.0,0.0,0.0,83.3,100.0,100.0,100.0,0.0,50.0,100.0,0.0
AB546AL,AB54 6AL,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,60.0,100.0,0.0
AB546AN,AB54 6AN,AB,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,66.7,100.0,0.0,33.3,100.0,0.0
AB546AP,AB54 6AP,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AQ,AB54 6AQ,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AR,AB54 6AR,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,60.0,0.0
AB546AS,AB54 6AS,AB,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,60.0,0.0
AB546AT,AB54 6AT,AB,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
AB546AU,AB54 6AU,AB,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0
AB546AX,AB54 6AX,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546AY,AB54 6AY,AB,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,33.3,100.0,0.0
AB546BA,AB54 6BA,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,22.2,100.0,0.0
AB546BB,AB54 6BB,AB,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,20.0,90.0,0.0
AB546BD,AB54 6BD,AB,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0
AB546BE,AB54 6BE,AB,0.0,0.0,0.0,11.1,88.9,0.0,0.0,0.0,0.0,0.0,11.1,100.0,100.0,0.0,22.2,100.0,0.0
AB546BF,AB54 6BF,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BG,AB54 6BG,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BH,AB54 6BH,AB,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,100.0,0.0,0.0,60.0,0.0
AB546BJ,AB54 6BJ,AB,0.0,0.0,0.0,35.7,50.0,14.3,0.0,0.0,0.0,0.0,35.7,85.7,100.0,0.0,28.6,92.9,0.0
AB546BL,AB54 6BL,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
AB546BN,AB54 6BN,AB,33.3,0.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,100.0,0.0
AB546BP,AB54 6BP,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BQ,AB54 6BQ,AB,0.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0
AB546BR,AB54 6BR,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BS,AB54 6BS,AB,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
AB546BT,AB54 6BT,AB,0.0,28.6,0.0,0.0,0.0,71.4,28.6,28.6,28.6,0.0,0.0,0.0,71.4,28.6,0.0,42.9,0.0
AB546BU,AB54 6BU,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BW,AB54 6BW,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BX,AB54 6BX,AB,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AB546BY,AB54 6BY,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546BZ,AB54 6BZ,AB,50.0,50.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0
AB546DA,AB54 6DA,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546DB,AB54 6DB,AB,20.0,80.0,0.0,0.0,0.0,0.0,100.0,80.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,100.0,0.0
AB546DD,AB54 6DD,AB,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
AB546DE,AB54 6DE,AB,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0
AB546DG,AB54 6DG,AB,25.0,50.0,0.0,0.0,0.0,25.0,75.0,50.0,50.0,0.0,0.0,0.0,25.0,50.0,0.0,100.0,0.0
